listing_id,date,available,price,,Avg_Price,Median_Price
16855972,7/1/2018,t,$27.00 ,,198.5683551,142
21112027,7/1/2018,t,$28.00 ,,,
24563241,7/1/2018,t,$30.00 ,,,
21980219,7/1/2018,t,$30.00 ,,,
24056664,7/1/2018,t,$31.00 ,,,
10167472,7/1/2018,t,$32.00 ,,,
16467920,7/1/2018,t,$33.00 ,,,
21163042,7/1/2018,t,$35.00 ,,,
1700367,7/1/2018,t,$35.00 ,,,
14037582,7/1/2018,t,$36.00 ,,,
1635208,7/1/2018,t,$37.00 ,,,
22553726,7/1/2018,t,$38.00 ,,,
959286,7/1/2018,t,$38.00 ,,,
959307,7/1/2018,t,$38.00 ,,,
959230,7/1/2018,t,$38.00 ,,,
22569337,7/1/2018,t,$39.00 ,,,
10285029,7/1/2018,t,$39.00 ,,,
865571,7/1/2018,t,$40.00 ,,,
24347902,7/1/2018,t,$40.00 ,,,
22450817,7/1/2018,t,$40.00 ,,,
24044801,7/1/2018,t,$40.00 ,,,
10076551,7/1/2018,t,$40.00 ,,,
23503147,7/1/2018,t,$40.00 ,,,
13329650,7/1/2018,t,$40.00 ,,,
23110304,7/1/2018,t,$42.00 ,,,
17304985,7/1/2018,t,$43.00 ,,,
22858182,7/1/2018,t,$45.00 ,,,
10208887,7/1/2018,t,$45.00 ,,,
23219249,7/1/2018,t,$45.00 ,,,
24874797,7/1/2018,t,$45.00 ,,,
413526,7/1/2018,t,$45.00 ,,,
2278657,7/1/2018,t,$45.00 ,,,
15938807,7/1/2018,t,$48.00 ,,,
24736877,7/1/2018,t,$48.00 ,,,
11508375,7/1/2018,t,$48.00 ,,,
12165513,7/1/2018,t,$49.00 ,,,
7825024,7/1/2018,t,$49.00 ,,,
22601563,7/1/2018,t,$49.00 ,,,
22468492,7/1/2018,t,$50.00 ,,,
11812891,7/1/2018,t,$50.00 ,,,
2926851,7/1/2018,t,$50.00 ,,,
3425807,7/1/2018,t,$50.00 ,,,
14197357,7/1/2018,t,$50.00 ,,,
9814069,7/1/2018,t,$50.00 ,,,
22596886,7/1/2018,t,$50.00 ,,,
23614146,7/1/2018,t,$51.00 ,,,
12027463,7/1/2018,t,$52.00 ,,,
24489881,7/1/2018,t,$52.00 ,,,
866070,7/1/2018,t,$52.00 ,,,
12229338,7/1/2018,t,$52.00 ,,,
15507715,7/1/2018,t,$52.00 ,,,
17472747,7/1/2018,t,$54.00 ,,,
864858,7/1/2018,t,$55.00 ,,,
17217698,7/1/2018,t,$55.00 ,,,
10252263,7/1/2018,t,$55.00 ,,,
9295447,7/1/2018,t,$55.00 ,,,
14595745,7/1/2018,t,$55.00 ,,,
11183072,7/1/2018,t,$55.00 ,,,
17206585,7/1/2018,t,$55.00 ,,,
24582536,7/1/2018,t,$55.00 ,,,
14192484,7/1/2018,t,$55.00 ,,,
9827857,7/1/2018,t,$55.00 ,,,
9979215,7/1/2018,t,$55.00 ,,,
2055943,7/1/2018,t,$55.00 ,,,
17831843,7/1/2018,t,$55.00 ,,,
20862638,7/1/2018,t,$55.00 ,,,
2055656,7/1/2018,t,$55.00 ,,,
760632,7/1/2018,t,$55.00 ,,,
17735955,7/1/2018,t,$55.00 ,,,
7619907,7/1/2018,t,$55.00 ,,,
13277071,7/1/2018,t,$56.00 ,,,
19581999,7/1/2018,t,$56.00 ,,,
15391023,7/1/2018,t,$57.00 ,,,
22388507,7/1/2018,t,$58.00 ,,,
20636794,7/1/2018,t,$59.00 ,,,
18703399,7/1/2018,t,$60.00 ,,,
24372355,7/1/2018,t,$60.00 ,,,
11649878,7/1/2018,t,$60.00 ,,,
