listing_id,date,available,price,,Avg_Price,Median_Price
7693217,1/1/2019,t,$23.00 ,,128.2531643,99
7420488,1/1/2019,t,$28.00 ,,,
8717758,1/1/2019,t,$28.00 ,,,
12584274,1/1/2019,t,$28.00 ,,,
7095802,1/1/2019,t,$29.00 ,,,
5031285,1/1/2019,t,$30.00 ,,,
5031383,1/1/2019,t,$30.00 ,,,
6782993,1/1/2019,t,$30.00 ,,,
7411863,1/1/2019,t,$30.00 ,,,
8002965,1/1/2019,t,$30.00 ,,,
8792322,1/1/2019,t,$30.00 ,,,
8921924,1/1/2019,t,$30.00 ,,,
13603162,1/1/2019,t,$30.00 ,,,
13573729,1/1/2019,t,$31.00 ,,,
6218849,1/1/2019,t,$32.00 ,,,
7074024,1/1/2019,t,$32.00 ,,,
4581256,1/1/2019,t,$33.00 ,,,
6831239,1/1/2019,t,$33.00 ,,,
11478058,1/1/2019,t,$33.00 ,,,
11531021,1/1/2019,t,$34.00 ,,,
5067177,1/1/2019,t,$35.00 ,,,
6647442,1/1/2019,t,$35.00 ,,,
11169269,1/1/2019,t,$35.00 ,,,
11478387,1/1/2019,t,$35.00 ,,,
11523055,1/1/2019,t,$35.00 ,,,
11575805,1/1/2019,t,$35.00 ,,,
1255787,1/1/2019,t,$38.00 ,,,
8212989,1/1/2019,t,$38.00 ,,,
9352536,1/1/2019,t,$38.00 ,,,
11411,1/1/2019,t,$39.00 ,,,
6119821,1/1/2019,t,$39.00 ,,,
12113826,1/1/2019,t,$39.00 ,,,
52525,1/1/2019,t,$40.00 ,,,
66611,1/1/2019,t,$40.00 ,,,
4825472,1/1/2019,t,$40.00 ,,,
5873892,1/1/2019,t,$40.00 ,,,
5183164,1/1/2019,t,$40.00 ,,,
9813684,1/1/2019,t,$40.00 ,,,
564220,1/1/2019,t,$41.00 ,,,
7219541,1/1/2019,t,$41.00 ,,,
3033190,1/1/2019,t,$43.00 ,,,
12192162,1/1/2019,t,$43.00 ,,,
43373,1/1/2019,t,$44.00 ,,,
1925661,1/1/2019,t,$44.00 ,,,
7746170,1/1/2019,t,$44.00 ,,,
12811781,1/1/2019,t,$44.00 ,,,
12837073,1/1/2019,t,$44.00 ,,,
515598,1/1/2019,t,$45.00 ,,,
527273,1/1/2019,t,$45.00 ,,,
20928,1/1/2019,t,$45.00 ,,,
1305895,1/1/2019,t,$45.00 ,,,
1763809,1/1/2019,t,$45.00 ,,,
1483944,1/1/2019,t,$45.00 ,,,
2729077,1/1/2019,t,$45.00 ,,,
3143227,1/1/2019,t,$45.00 ,,,
3637180,1/1/2019,t,$45.00 ,,,
5457915,1/1/2019,t,$45.00 ,,,
5084451,1/1/2019,t,$45.00 ,,,
5096363,1/1/2019,t,$45.00 ,,,
7274556,1/1/2019,t,$45.00 ,,,
8505940,1/1/2019,t,$45.00 ,,,
9110560,1/1/2019,t,$45.00 ,,,
10192213,1/1/2019,t,$45.00 ,,,
11308653,1/1/2019,t,$45.00 ,,,
13415589,1/1/2019,t,$45.00 ,,,
13173803,1/1/2019,t,$46.00 ,,,
3535171,1/1/2019,t,$47.00 ,,,
5640722,1/1/2019,t,$47.00 ,,,
13607307,1/1/2019,t,$47.00 ,,,
1100686,1/1/2019,t,$48.00 ,,,
2723368,1/1/2019,t,$48.00 ,,,
5259194,1/1/2019,t,$48.00 ,,,
6938103,1/1/2019,t,$48.00 ,,,
9698472,1/1/2019,t,$48.00 ,,,
13169129,1/1/2019,t,$48.00 ,,,
1534622,1/1/2019,t,$49.00 ,,,
1935439,1/1/2019,t,$49.00 ,,,
3017298,1/1/2019,t,$49.00 ,,,
4038347,1/1/2019,t,$49.00 ,,,
10774207,1/1/2019,t,$49.00 ,,,
11395084,1/1/2019,t,$49.00 ,,,
11399365,1/1/2019,t,$49.00 ,,,
11638111,1/1/2019,t,$49.00 ,,,
10209,1/1/2019,t,$50.00 ,,,
573942,1/1/2019,t,$50.00 ,,,
240920,1/1/2019,t,$50.00 ,,,
17229,1/1/2019,t,$50.00 ,,,
66540,1/1/2019,t,$50.00 ,,,
447523,1/1/2019,t,$50.00 ,,,
173896,1/1/2019,t,$50.00 ,,,
3434459,1/1/2019,t,$50.00 ,,,
3961077,1/1/2019,t,$50.00 ,,,
3766055,1/1/2019,t,$50.00 ,,,
4559222,1/1/2019,t,$50.00 ,,,
4809486,1/1/2019,t,$50.00 ,,,
5324459,1/1/2019,t,$50.00 ,,,
5340274,1/1/2019,t,$50.00 ,,,
7069080,1/1/2019,t,$50.00 ,,,
8155710,1/1/2019,t,$50.00 ,,,
8411663,1/1/2019,t,$50.00 ,,,
9085832,1/1/2019,t,$50.00 ,,,
10676154,1/1/2019,t,$50.00 ,,,
11525642,1/1/2019,t,$50.00 ,,,
11282097,1/1/2019,t,$50.00 ,,,
12625278,1/1/2019,t,$50.00 ,,,
13005021,1/1/2019,t,$50.00 ,,,
12524012,1/1/2019,t,$50.00 ,,,
13436253,1/1/2019,t,$50.00 ,,,
1594219,1/1/2019,t,$51.00 ,,,
8616488,1/1/2019,t,$51.00 ,,,
566435,1/1/2019,t,$52.00 ,,,
1594313,1/1/2019,t,$52.00 ,,,
1009838,1/1/2019,t,$53.00 ,,,
7117208,1/1/2019,t,$53.00 ,,,
231097,1/1/2019,t,$54.00 ,,,
670056,1/1/2019,t,$54.00 ,,,
9435521,1/1/2019,t,$54.00 ,,,
670021,1/1/2019,t,$55.00 ,,,
76565,1/1/2019,t,$55.00 ,,,
370361,1/1/2019,t,$55.00 ,,,
158345,1/1/2019,t,$55.00 ,,,
1022135,1/1/2019,t,$55.00 ,,,
1589681,1/1/2019,t,$55.00 ,,,
2069917,1/1/2019,t,$55.00 ,,,
3025456,1/1/2019,t,$55.00 ,,,
3424242,1/1/2019,t,$55.00 ,,,
4288801,1/1/2019,t,$55.00 ,,,
5834820,1/1/2019,t,$55.00 ,,,
8174943,1/1/2019,t,$55.00 ,,,
7956337,1/1/2019,t,$55.00 ,,,
